"Mean_WindSpeed_Above10","y","ymin","ymax","Region"
10.7984753740258,0.463770898208124,0.333058347631834,0.577721685569421,"Basin"
10.8088516062903,0.464954565231687,0.335887865584703,0.578646405494895,"Basin"
10.8192278385548,0.465340550413851,0.337570950688619,0.577260613882827,"Basin"
10.8296040708193,0.46577463796855,0.340354249774506,0.575608930320857,"Basin"
10.8399803030839,0.468086430783882,0.342458380624921,0.57641766620778,"Basin"
10.8503565353484,0.467559727591765,0.345095062775582,0.575366818901004,"Basin"
10.8607327676129,0.467809698516722,0.347642014602339,0.573937700971882,"Basin"
10.8711089998774,0.467217040848116,0.353221403349699,0.572308381767169,"Basin"
10.881485232142,0.467618289197617,0.357882977327741,0.570168859898921,"Basin"
10.8918614644065,0.470049766443476,0.359076546357551,0.569429507812505,"Basin"
10.902237696671,0.471248262752066,0.364010451694237,0.571077763293853,"Basin"
10.9126139289355,0.471595219156281,0.365642405046725,0.569933191381209,"Basin"
10.9229901612001,0.472162203980524,0.370393880366102,0.568499222264015,"Basin"
10.9333663934646,0.472650783956973,0.375598356173486,0.572520532373261,"Basin"
10.9437426257291,0.473833214454662,0.377793469299723,0.574658569572902,"Basin"
10.9541188579936,0.475438613507565,0.38141363255257,0.575948650583317,"Basin"
10.9644950902582,0.476668465693206,0.381060713234251,0.575827162816589,"Basin"
10.9748713225227,0.476857569820857,0.381529190404167,0.575376163797563,"Basin"
10.9852475547872,0.47750552176061,0.382853735699201,0.575553194163488,"Basin"
10.9956237870517,0.478152528502438,0.385032295374826,0.575037511497588,"Basin"
11.0060000193163,0.479312510331579,0.388241261654656,0.574084509467961,"Basin"
11.0163762515808,0.479449576158011,0.390839840950203,0.573628112596343,"Basin"
11.0267524838453,0.480557181439027,0.39357825521857,0.573217111919568,"Basin"
11.0371287161098,0.481780070223032,0.394840545156937,0.572901864806761,"Basin"
11.0475049483744,0.481985945899214,0.396835647132719,0.572371505512291,"Basin"
11.0578811806389,0.482949093756904,0.399849241314024,0.570778176528346,"Basin"
11.0682574129034,0.483928169381376,0.402546599766892,0.570251204564267,"Basin"
11.0786336451679,0.48426472432742,0.404503994824035,0.569990284824741,"Basin"
11.0890098774325,0.484256315484319,0.405905353669521,0.569933930102125,"Basin"
11.099386109697,0.484390543490056,0.406926937623119,0.568821647332121,"Basin"
11.1097623419615,0.484903589904774,0.40929136439443,0.568415799488,"Basin"
11.120138574226,0.485672630338022,0.411430493111642,0.568254063947047,"Basin"
11.1305148064906,0.485869046378191,0.412892263394492,0.566677063264095,"Basin"
11.1408910387551,0.485678629562692,0.413654045817146,0.566569787898801,"Basin"
11.1512672710196,0.485563496504839,0.414169164893623,0.565905472561722,"Basin"
11.1616435032841,0.485775998528182,0.414712825614302,0.565734216472583,"Basin"
11.1720197355487,0.485607843936115,0.41566998789199,0.563543828588357,"Basin"
11.1823959678132,0.485380061526981,0.415484123442903,0.564643366061052,"Basin"
11.1927722000777,0.486137959085729,0.41675927320747,0.562741883011354,"Basin"
11.2031484323422,0.48666515978539,0.417677668997161,0.562254593861297,"Basin"
11.2135246646068,0.487015040594031,0.41783177342319,0.562066421109109,"Basin"
11.2239008968713,0.487078067965311,0.417850281864352,0.561849033936682,"Basin"
11.2342771291358,0.487240364104624,0.419158551067715,0.561932936772901,"Basin"
11.2446533614004,0.488252983575475,0.42012047084743,0.561650783471096,"Basin"
11.2550295936649,0.488914266202129,0.421234201381829,0.560969129463476,"Basin"
11.2654058259294,0.488756033496788,0.42121322805655,0.560348046251478,"Basin"
11.2757820581939,0.488894842623974,0.421178898238735,0.558608460890602,"Basin"
11.2861582904585,0.488942028345905,0.421644474630618,0.558711335988174,"Basin"
11.296534522723,0.488615433774133,0.422801785143095,0.557211125611487,"Basin"
11.3069107549875,0.488952195358626,0.422503505537345,0.555421151006192,"Basin"
11.317286987252,0.488243389412435,0.423680936300792,0.555056695667914,"Basin"
11.3276632195166,0.487810787083241,0.422986614527194,0.553864146311888,"Basin"
11.3380394517811,0.488586438051532,0.423354907685224,0.552745507092613,"Basin"
