"IceCover","y","ymin","ymax","Region"
0.571551620075779,0.625826056478572,0.554302270332176,0.697197767090156,"Canadian Archipelago"
0.573627039345284,0.625856203377508,0.555993900879667,0.692834801890669,"Canadian Archipelago"
0.575702458614789,0.627697395232243,0.557170342056047,0.691968969508969,"Canadian Archipelago"
0.577777877884294,0.626221676097275,0.558636455971,0.691928915344334,"Canadian Archipelago"
0.579853297153799,0.624432144844298,0.560685733016914,0.691266544324419,"Canadian Archipelago"
0.581928716423304,0.625294925105236,0.563195510494741,0.690812966092527,"Canadian Archipelago"
0.584004135692809,0.626003222589629,0.565151751326118,0.690270267300749,"Canadian Archipelago"
0.586079554962314,0.62712039220606,0.566732759271724,0.69079270348479,"Canadian Archipelago"
0.588154974231819,0.627292789168551,0.568421146555128,0.69050078499645,"Canadian Archipelago"
0.590230393501324,0.626971041697472,0.568098188613963,0.690579513759798,"Canadian Archipelago"
0.592305812770829,0.627916372853436,0.567657731004446,0.691272587196498,"Canadian Archipelago"
0.594381232040334,0.628395664519154,0.568236925552419,0.691097071581177,"Canadian Archipelago"
0.596456651309839,0.629006227371609,0.570254322101115,0.69015634118429,"Canadian Archipelago"
0.598532070579344,0.629321127646037,0.571788102648539,0.690514107995033,"Canadian Archipelago"
0.600607489848849,0.629786345114705,0.572724157898444,0.691080008175345,"Canadian Archipelago"
0.602682909118354,0.63020895669141,0.572447170232138,0.691314554256173,"Canadian Archipelago"
0.604758328387859,0.630420038202652,0.57308284618324,0.690636947018073,"Canadian Archipelago"
0.606833747657364,0.630484904059008,0.573024544925048,0.689570864785862,"Canadian Archipelago"
0.608909166926869,0.630494649035759,0.574448039725482,0.68835800294866,"Canadian Archipelago"
0.610984586196374,0.630506876455003,0.574775974444573,0.687920416531313,"Canadian Archipelago"
0.613060005465879,0.630530260672538,0.575126999943559,0.687987532629998,"Canadian Archipelago"
0.615135424735384,0.630569642783041,0.575810854960202,0.687580759470505,"Canadian Archipelago"
0.617210844004889,0.630432345410779,0.577199958270961,0.68838640870285,"Canadian Archipelago"
0.619286263274394,0.630527103863413,0.57832450238609,0.689129349237701,"Canadian Archipelago"
0.621361682543899,0.630452489856493,0.57959941381445,0.688583873577031,"Canadian Archipelago"
0.623437101813404,0.630886317841879,0.579776828985796,0.687590262451009,"Canadian Archipelago"
0.625512521082909,0.630895975991728,0.580544315167911,0.687030958935308,"Canadian Archipelago"
0.627587940352414,0.631179168584491,0.580540772322085,0.687630589819738,"Canadian Archipelago"
0.629663359621919,0.631750666576893,0.581950388958355,0.687534335883897,"Canadian Archipelago"
0.631738778891424,0.632566495276289,0.580837204024105,0.687363556362671,"Canadian Archipelago"
0.633814198160929,0.632952864812519,0.580711532552422,0.686428011673544,"Canadian Archipelago"
0.635889617430434,0.632613514992424,0.580607856516711,0.685174957365188,"Canadian Archipelago"
0.637965036699939,0.632497026968265,0.580297852608503,0.684373310158366,"Canadian Archipelago"
0.640040455969444,0.63200172859302,0.580219177533125,0.684212845841729,"Canadian Archipelago"
0.642115875238949,0.631949147745576,0.58054038984547,0.683231618450851,"Canadian Archipelago"
0.644191294508454,0.631535495437137,0.58096029990349,0.682824153008033,"Canadian Archipelago"
0.646266713777959,0.630635103715288,0.581129840902508,0.682684112875112,"Canadian Archipelago"
0.648342133047464,0.63012069392554,0.581748429766018,0.68257272482709,"Canadian Archipelago"
0.650417552316969,0.629621373124223,0.581179496033976,0.682065666419708,"Canadian Archipelago"
0.652492971586474,0.629595597133439,0.579867770732174,0.681000610580363,"Canadian Archipelago"
0.654568390855979,0.628952113473793,0.579110740084759,0.680982341631946,"Canadian Archipelago"
0.656643810125484,0.627979060334384,0.578462523170017,0.680462860662931,"Canadian Archipelago"
0.658719229394989,0.627404432320678,0.577372803442663,0.680307752997275,"Canadian Archipelago"
0.660794648664494,0.62692375399964,0.576796882120578,0.680726038397316,"Canadian Archipelago"
0.662870067933998,0.626442300905884,0.575398926898989,0.680546244271311,"Canadian Archipelago"
0.664945487203503,0.626512325303818,0.575657727031251,0.68011497073675,"Canadian Archipelago"
0.667020906473008,0.626429452926162,0.575947317617454,0.67858321820485,"Canadian Archipelago"
0.669096325742513,0.626024491761564,0.575400351174021,0.677654621903098,"Canadian Archipelago"
0.671171745012018,0.625686398575646,0.57400367916062,0.676545172374153,"Canadian Archipelago"
0.673247164281523,0.625030052914404,0.574569268648494,0.675659178342865,"Canadian Archipelago"
0.675322583551028,0.625036234676813,0.575348106504187,0.674271771332924,"Canadian Archipelago"
0.677398002820533,0.625185272262631,0.576206082040513,0.674119607041011,"Canadian Archipelago"
0.679473422090038,0.624541460352835,0.576046553104337,0.673119912630332,"Canadian Archipelago"
0.681548841359543,0.624496148740526,0.575352415777501,0.672244772072559,"Canadian Archipelago"
0.683624260629048,0.624595332849394,0.575414502053392,0.671100390229233,"Canadian Archipelago"
0.685699679898553,0.624572106617977,0.573672021027771,0.669634474218988,"Canadian Archipelago"
0.687775099168058,0.624389875184496,0.573800615137128,0.668402188863572,"Canadian Archipelago"
0.689850518437563,0.623803251370144,0.574515913852076,0.667105777844397,"Canadian Archipelago"
0.691925937707068,0.623785309809695,0.575157226583839,0.665794496540333,"Canadian Archipelago"
0.694001356976573,0.623536301739553,0.575843779188105,0.664188350455654,"Canadian Archipelago"
0.696076776246078,0.623346621396732,0.576366055242467,0.664563941626844,"Canadian Archipelago"
0.698152195515583,0.623416903940682,0.576794138113871,0.66394942810634,"Canadian Archipelago"
0.700227614785088,0.62311477075593,0.577483375441411,0.662781604982149,"Canadian Archipelago"
0.702303034054593,0.622863286579655,0.578440503509263,0.66217458478299,"Canadian Archipelago"
0.704378453324098,0.622217293514128,0.578288543832034,0.661982132050984,"Canadian Archipelago"
0.706453872593603,0.621968145150722,0.577702287119446,0.66122247197094,"Canadian Archipelago"
