"WindSpeed","y","ymin","ymax","Region"
3.61671937542197,0.750737750987998,0.591095713861593,0.936427570783651,"Baffin Bay"
3.63430954590308,0.751541584835097,0.593816965897672,0.933581739159156,"Baffin Bay"
3.65189971638419,0.752212863569571,0.598367263570987,0.930631105148652,"Baffin Bay"
3.66948988686531,0.753116135982816,0.599411763450589,0.928532775053466,"Baffin Bay"
3.68708005734642,0.757222018196006,0.602584437608692,0.928716611867627,"Baffin Bay"
3.70467022782753,0.757365137507487,0.602333310808013,0.926488891965465,"Baffin Bay"
3.72226039830864,0.758283911433618,0.605886945953229,0.92650832779808,"Baffin Bay"
3.73985056878975,0.757925903691086,0.6074276639778,0.924375814403106,"Baffin Bay"
3.75744073927086,0.75902309024334,0.608976344873942,0.924030363486729,"Baffin Bay"
3.77503090975197,0.75973647567845,0.610168804352413,0.925004633787572,"Baffin Bay"
3.79262108023309,0.762240012514888,0.611163943006472,0.926841191032405,"Baffin Bay"
3.8102112507142,0.763075282020947,0.612072908980897,0.926925539132428,"Baffin Bay"
3.82780142119531,0.764273472382658,0.613103752200928,0.927081947791961,"Baffin Bay"
3.84539159167642,0.764471902140505,0.614329849761971,0.927183692154488,"Baffin Bay"
3.86298176215753,0.765244731597566,0.615523289355006,0.925099426969602,"Baffin Bay"
3.88057193263864,0.766035518627413,0.616708164032993,0.923023864437792,"Baffin Bay"
3.89816210311976,0.767356089670435,0.617286830834009,0.922858521402235,"Baffin Bay"
3.91575227360087,0.768568904960345,0.617685138783062,0.922323563545986,"Baffin Bay"
3.93334244408198,0.768828279741579,0.618811109483944,0.920140625276021,"Baffin Bay"
3.95093261456309,0.769064630830299,0.620084082279369,0.918753366641971,"Baffin Bay"
3.9685227850442,0.768789787756533,0.621376396494063,0.916589975381473,"Baffin Bay"
3.98611295552531,0.768916610017749,0.622976153475236,0.914250406923934,"Baffin Bay"
4.00370312600643,0.770341125663712,0.62398459163278,0.912261992064273,"Baffin Bay"
4.02129329648754,0.770671141286724,0.625236745171319,0.910402579114502,"Baffin Bay"
4.03888346696865,0.770868688011395,0.6260460977079,0.909432899877415,"Baffin Bay"
4.05647363744976,0.770486747073606,0.626803686795307,0.908733479730802,"Baffin Bay"
4.07406380793087,0.769974368244171,0.626951227248865,0.907972220282985,"Baffin Bay"
4.09165397841198,0.770506995688327,0.626078517322033,0.907417148242863,"Baffin Bay"
4.10924414889309,0.77098662207828,0.626376288475782,0.904747259925752,"Baffin Bay"
4.12683431937421,0.771756973719357,0.628256905727762,0.9047416764981,"Baffin Bay"
4.14442448985532,0.772038521418978,0.628378036779479,0.904138447946211,"Baffin Bay"
4.16201466033643,0.772188205607229,0.629008895414468,0.903226456284862,"Baffin Bay"
4.17960483081754,0.772301643329319,0.630333045205972,0.902569116300686,"Baffin Bay"
4.19719500129865,0.77232928683139,0.631677576197117,0.900383808736182,"Baffin Bay"
4.21478517177976,0.773414177137051,0.633503424232828,0.898841691247562,"Baffin Bay"
4.23237534226088,0.772862572209963,0.634854880935416,0.899372618544028,"Baffin Bay"
4.24996551274199,0.771978360879628,0.635521089971063,0.899889114915413,"Baffin Bay"
4.2675556832231,0.772067104931892,0.636802222768765,0.897429759917016,"Baffin Bay"
4.28514585370421,0.772629800034503,0.638634671948171,0.894984777789686,"Baffin Bay"
4.30273602418532,0.772623051232284,0.639412241843855,0.893441666133206,"Baffin Bay"
