"SST","y","ymin","ymax","Region"
-1.68765537677273,2.01179094639245,1.79868808855286,2.22920369338373,"Baffin Bay"
-1.65573522174005,1.99099953536463,1.78226194153783,2.19846590401675,"Baffin Bay"
-1.62381506670737,1.96747968055169,1.76451500175344,2.16964101933917,"Baffin Bay"
-1.59189491167469,1.94941626735505,1.74553218865177,2.14306021816958,"Baffin Bay"
-1.55997475664201,1.93150122879376,1.73324941229244,2.1171379304611,"Baffin Bay"
-1.52805460160933,1.90981347151358,1.71907252200288,2.08822145635291,"Baffin Bay"
-1.49613444657665,1.88692181389032,1.70492921514606,2.06013070015074,"Baffin Bay"
-1.46421429154397,1.86862225282956,1.68528713676657,2.03446561854844,"Baffin Bay"
-1.43229413651129,1.84439253195044,1.67099364135001,2.00758747517026,"Baffin Bay"
-1.40037398147861,1.82285325110496,1.65987881851361,1.98194214899307,"Baffin Bay"
-1.36845382644593,1.80159461708294,1.63967828039348,1.95669344580793,"Baffin Bay"
-1.33653367141326,1.77939259693907,1.62728316039235,1.93029846458829,"Baffin Bay"
-1.30461351638058,1.75840010387772,1.60762874669102,1.90609705577058,"Baffin Bay"
-1.2726933613479,1.73850318362857,1.59148429906729,1.87731990154916,"Baffin Bay"
-1.24077320631522,1.71707501276357,1.57423362846727,1.84813142418395,"Baffin Bay"
-1.20885305128254,1.69360026153078,1.55860525278387,1.8218408227394,"Baffin Bay"
-1.17693289624986,1.66972451103459,1.54046065950711,1.79355207235073,"Baffin Bay"
-1.14501274121718,1.64658291433237,1.52148911514052,1.76845647246304,"Baffin Bay"
-1.1130925861845,1.62298958272598,1.50516108324907,1.74188197299055,"Baffin Bay"
-1.08117243115182,1.59991937188682,1.48516669257005,1.71515514331297,"Baffin Bay"
-1.04925227611914,1.57581667291133,1.46239747572771,1.68804512365456,"Baffin Bay"
-1.01733212108646,1.55249460244031,1.44247684275054,1.66254978527429,"Baffin Bay"
-0.985411966053783,1.52858353714897,1.42327308625647,1.63671412183351,"Baffin Bay"
-0.953491811021104,1.50576165533388,1.40320853505319,1.61154243650401,"Baffin Bay"
-0.921571655988424,1.4837812024539,1.38447368713257,1.58544845618995,"Baffin Bay"
-0.889651500955745,1.46145457340449,1.36583482568063,1.55877703034841,"Baffin Bay"
-0.857731345923066,1.43896394346839,1.34590075824058,1.53370523658965,"Baffin Bay"
-0.825811190890386,1.41805659185153,1.32497840936934,1.5096156230362,"Baffin Bay"
-0.793891035857707,1.39757635921232,1.30558007291289,1.48658420133325,"Baffin Bay"
-0.761970880825028,1.37575431172129,1.28456630638857,1.46180299037857,"Baffin Bay"
-0.730050725792349,1.35434114366087,1.26448941356405,1.43883133898925,"Baffin Bay"
-0.698130570759669,1.33222494609866,1.24420496448362,1.4176724039846,"Baffin Bay"
-0.66621041572699,1.31161292681542,1.22536714620749,1.3978330639561,"Baffin Bay"
-0.634290260694311,1.28881450798886,1.20736002489995,1.3756014640731,"Baffin Bay"
-0.602370105661631,1.26881405536291,1.18804144226852,1.35295581728157,"Baffin Bay"
-0.570449950628952,1.24948722576783,1.16561016011291,1.33074077864284,"Baffin Bay"
-0.538529795596272,1.2296101837745,1.14641812289852,1.31002190442008,"Baffin Bay"
-0.506609640563593,1.2083007775897,1.12731864323786,1.28938054636762,"Baffin Bay"
-0.474689485530914,1.1880017194014,1.1064435297179,1.26912981353815,"Baffin Bay"
-0.442769330498235,1.16873970760346,1.08646660349988,1.24947961808019,"Baffin Bay"
-0.410849175465555,1.14852497485893,1.06689932634163,1.22944573717243,"Baffin Bay"
-0.378929020432876,1.12813379760302,1.04916109600672,1.21028209725911,"Baffin Bay"
-0.347008865400197,1.10769976536406,1.03232533109076,1.19082665717105,"Baffin Bay"
-0.315088710367517,1.09037780205273,1.01453608354854,1.17290403157911,"Baffin Bay"
-0.283168555334838,1.07123078136618,0.99530739533844,1.15575179654965,"Baffin Bay"
-0.251248400302159,1.05245001491497,0.977754795347694,1.13770012723206,"Baffin Bay"
-0.219328245269479,1.03558183900792,0.957878085697472,1.12209571560624,"Baffin Bay"
-0.1874080902368,1.01801762941776,0.938632013376686,1.10663660764179,"Baffin Bay"
-0.155487935204121,1.0011664644178,0.921632479656967,1.09132394869337,"Baffin Bay"
-0.123567780171441,0.984680800505758,0.90232366039708,1.07669849515884,"Baffin Bay"
-0.091647625138762,0.968695119979105,0.88481805552066,1.06269609655326,"Baffin Bay"
-0.0597274701060827,0.952016667514419,0.869660937232263,1.04765526140928,"Baffin Bay"
-0.0278073150734034,0.937304554910633,0.852354464613546,1.0325177341207,"Baffin Bay"
0.00411283995927586,0.922647395881133,0.835941270186989,1.01641945994444,"Baffin Bay"
0.0360329949919552,0.907864952053037,0.820629035282604,1.0017045833922,"Baffin Bay"
0.0679531500246346,0.892307033134541,0.805421421866769,0.987411851357195,"Baffin Bay"
0.099873305057314,0.877193244422374,0.791133364063287,0.97231782958692,"Baffin Bay"
0.131793460089993,0.862217279455645,0.775978592531722,0.956748614210318,"Baffin Bay"
0.163713615122673,0.848772146422755,0.761172151160807,0.941082265926104,"Baffin Bay"
0.195633770155352,0.834768719155475,0.745426219483013,0.928003510084336,"Baffin Bay"
0.227553925188031,0.820351545143418,0.729839464307954,0.914889490632566,"Baffin Bay"
0.259474080220711,0.806754858037695,0.716581363181948,0.901967143269204,"Baffin Bay"
0.29139423525339,0.793466810475271,0.702065584552699,0.888916828451968,"Baffin Bay"
0.323314390286069,0.781022079771757,0.689255078369643,0.876908587142848,"Baffin Bay"
0.355234545318748,0.768871083011325,0.675207912340413,0.86434611875976,"Baffin Bay"
0.387154700351428,0.757077898678161,0.661238220701991,0.852792526675369,"Baffin Bay"
0.419074855384107,0.744082206667174,0.647650634789579,0.842055848196702,"Baffin Bay"
0.450995010416786,0.731543912873193,0.634885182701793,0.829679437283197,"Baffin Bay"
0.482915165449466,0.721086023243269,0.622389006575491,0.818669109428754,"Baffin Bay"
0.514835320482145,0.709497031883119,0.611356511019285,0.807523601217512,"Baffin Bay"
0.546755475514824,0.698121057469921,0.600906386367634,0.795701857930051,"Baffin Bay"
0.578675630547504,0.68767319316954,0.590274899704433,0.783865401728579,"Baffin Bay"
0.610595785580183,0.676456972782388,0.578643581109876,0.774331455207789,"Baffin Bay"
0.642515940612862,0.66488570482748,0.567192793133352,0.765969141499424,"Baffin Bay"
0.674436095645542,0.65419858374888,0.556312812060599,0.758024369254874,"Baffin Bay"
0.706356250678221,0.64492349519923,0.546854614600535,0.747749194165817,"Baffin Bay"
0.7382764057109,0.635351619090427,0.537619929578921,0.737084089141887,"Baffin Bay"
0.77019656074358,0.626742656667579,0.52719759952811,0.727978695613256,"Baffin Bay"
0.802116715776259,0.618040555750027,0.519420108603366,0.718964729552397,"Baffin Bay"
0.834036870808938,0.60924821539772,0.512147289236765,0.710051657327519,"Baffin Bay"
0.865957025841617,0.600189815328421,0.503443773122076,0.702158221908688,"Baffin Bay"
0.897877180874297,0.591959447917138,0.496040210007562,0.693895851781136,"Baffin Bay"
0.929797335906976,0.583735451188107,0.488492069583548,0.685697723011407,"Baffin Bay"
0.961717490939655,0.577119566408744,0.48060225763553,0.677768893797371,"Baffin Bay"
0.993637645972335,0.569591072307319,0.474639500523621,0.670746419192404,"Baffin Bay"
1.02555780100501,0.563234989466879,0.467939450478514,0.663948181562303,"Baffin Bay"
1.05747795603769,0.556618429315265,0.461049079615447,0.657737863323377,"Baffin Bay"
1.08939811107037,0.550275000061093,0.455833955168639,0.652136729624463,"Baffin Bay"
1.12131826610305,0.544196129950603,0.451441344894816,0.646468048617772,"Baffin Bay"
1.15323842113573,0.539082277095422,0.44648644230808,0.639955222432072,"Baffin Bay"
1.18515857616841,0.532589707586826,0.442361024824185,0.634646362316298,"Baffin Bay"
1.21707873120109,0.528786219754794,0.43880231475674,0.629545420366186,"Baffin Bay"
1.24899888623377,0.524025520761796,0.43528172887779,0.624669421496562,"Baffin Bay"
1.28091904126645,0.520345945961292,0.430936614177308,0.620663084777723,"Baffin Bay"
1.31283919629913,0.518006242024938,0.427182433843097,0.615525130874316,"Baffin Bay"
1.34475935133181,0.515076589809363,0.424766347721513,0.610724268077267,"Baffin Bay"
1.37667950636449,0.511279314511738,0.422117026393188,0.606699439013203,"Baffin Bay"
1.40859966139717,0.507393908690546,0.418083862626671,0.602612454716634,"Baffin Bay"
1.44051981642985,0.504558488066458,0.41574639271282,0.598738533012786,"Baffin Bay"
1.47243997146252,0.500913735385834,0.411796936360875,0.595070500408688,"Baffin Bay"
1.5043601264952,0.499218706208302,0.409755017321519,0.592173947931339,"Baffin Bay"
1.53628028152788,0.495611204018409,0.406882634766265,0.591122491720126,"Baffin Bay"
1.56820043656056,0.49231426887108,0.404573799580701,0.588779133710826,"Baffin Bay"
1.60012059159324,0.489371587223163,0.403672758833521,0.586353725700373,"Baffin Bay"
1.63204074662592,0.488617652250397,0.402959410257959,0.58383239586963,"Baffin Bay"
1.6639609016586,0.487260769993291,0.401604300354988,0.581202899157647,"Baffin Bay"
1.69588105669128,0.485162236955371,0.399570127770859,0.579975652074938,"Baffin Bay"
1.72780121172396,0.483344808013708,0.396464803892669,0.578655363446684,"Baffin Bay"
1.75972136675664,0.482935365148745,0.395686044349002,0.576434425447674,"Baffin Bay"
1.79164152178932,0.481913367732968,0.394600449656457,0.574667375362009,"Baffin Bay"
1.823561676822,0.480914446284304,0.394822507206368,0.57251893943653,"Baffin Bay"
1.85548183185468,0.480076511430909,0.393866834927205,0.570746680444814,"Baffin Bay"
1.88740198688736,0.479351059297629,0.393809212763341,0.569094823856173,"Baffin Bay"
1.91932214192004,0.478246205023035,0.391655021333208,0.56561061866312,"Baffin Bay"
1.95124229695271,0.476753751608341,0.391285942998723,0.565785422825625,"Baffin Bay"
1.98316245198539,0.476537144094936,0.391052395900176,0.56454290035153,"Baffin Bay"
2.01508260701807,0.475678380223027,0.390992549515849,0.562447877706014,"Baffin Bay"
2.04700276205075,0.474620612773087,0.389513876658906,0.560715642877338,"Baffin Bay"
2.07892291708343,0.473790511284456,0.388181231605343,0.559431218893469,"Baffin Bay"
2.11084307211611,0.4732840103825,0.387166582591539,0.55834965709564,"Baffin Bay"
2.14276322714879,0.472715520686426,0.386163815998186,0.556769811021249,"Baffin Bay"
2.17468338218147,0.473086076062676,0.38636091510992,0.554899285693215,"Baffin Bay"
2.20660353721415,0.472100596515504,0.386804674013146,0.554605163729274,"Baffin Bay"
