"IceCover","y","ymin","ymax","Region"
0.249240380773941,1.46482583270914,1.17478352245744,1.72400577715317,"Chukchi Sea"
0.252954756078553,1.46421136539487,1.17712999632448,1.71996521985147,"Chukchi Sea"
0.256669131383165,1.46363154892983,1.17781549719899,1.71692392639547,"Chukchi Sea"
0.260383506687777,1.46673031712803,1.18073537340961,1.71449239326108,"Chukchi Sea"
0.264097881992389,1.4655872090059,1.18341734631457,1.71008910615025,"Chukchi Sea"
0.267812257297001,1.46563347194996,1.18607189080939,1.70830598187402,"Chukchi Sea"
0.271526632601612,1.46664011328233,1.18810904428214,1.70667583729598,"Chukchi Sea"
0.275241007906224,1.46780730030919,1.18917257993949,1.70562048834381,"Chukchi Sea"
0.278955383210836,1.46790001422666,1.19147598033876,1.70528081152769,"Chukchi Sea"
0.282669758515448,1.46854069880099,1.19584445147794,1.7032391904295,"Chukchi Sea"
0.28638413382006,1.46701726812938,1.19530151241828,1.70295395624599,"Chukchi Sea"
0.290098509124672,1.46452558634393,1.19489686627353,1.70184338371647,"Chukchi Sea"
0.293812884429283,1.46421973903776,1.19686318366418,1.70098626259396,"Chukchi Sea"
0.297527259733895,1.46293939005123,1.20054693619306,1.7028517839849,"Chukchi Sea"
0.301241635038507,1.46305010608927,1.2042058116501,1.70274911730864,"Chukchi Sea"
0.304956010343119,1.46326385228384,1.20648354096199,1.70148301805194,"Chukchi Sea"
0.308670385647731,1.46216950583894,1.20742443858944,1.69851140123446,"Chukchi Sea"
0.312384760952343,1.46131457938005,1.20846964518435,1.69611333568878,"Chukchi Sea"
0.316099136256955,1.46176353001811,1.21105181393293,1.69536325880903,"Chukchi Sea"
0.319813511561566,1.46121197664261,1.21374123454291,1.69475165665146,"Chukchi Sea"
0.323527886866178,1.46080221344294,1.21465822607357,1.69352874017399,"Chukchi Sea"
0.32724226217079,1.45946365536672,1.21693128102895,1.69335951208201,"Chukchi Sea"
0.330956637475402,1.45843422754372,1.21807455571062,1.69192932574266,"Chukchi Sea"
0.334671012780014,1.45878508254642,1.21990059507627,1.69083307195793,"Chukchi Sea"
0.338385388084626,1.45841744045659,1.22122791116169,1.68868947068116,"Chukchi Sea"
0.342099763389237,1.45713865758918,1.22194404471459,1.68766464494632,"Chukchi Sea"
0.345814138693849,1.45756877651587,1.22166461778002,1.68692788715187,"Chukchi Sea"
0.349528513998461,1.45798099559098,1.22570405995275,1.68592327161769,"Chukchi Sea"
0.353242889303073,1.45642041266792,1.23015249818305,1.68416176817301,"Chukchi Sea"
0.356957264607685,1.45614276374996,1.23422621741584,1.68214252345677,"Chukchi Sea"
0.360671639912297,1.45532174823844,1.23798258091734,1.68088696644149,"Chukchi Sea"
0.364386015216909,1.45324568453777,1.23831186834888,1.67897831247243,"Chukchi Sea"
0.36810039052152,1.45248778887167,1.238112594672,1.67699643519529,"Chukchi Sea"
0.371814765826132,1.45166545588035,1.23794052647184,1.67477754461417,"Chukchi Sea"
0.375529141130744,1.45115023662179,1.23954069406965,1.6730475391948,"Chukchi Sea"
0.379243516435356,1.45146063158785,1.24070837749069,1.67473390233297,"Chukchi Sea"
0.382957891739968,1.45117530769688,1.23934554290521,1.67472667691911,"Chukchi Sea"
0.38667226704458,1.45024425949961,1.24281250889092,1.67536415992411,"Chukchi Sea"
0.390386642349191,1.44946383683764,1.24357057627172,1.67619133809246,"Chukchi Sea"
0.394101017653803,1.44824945712332,1.24395287105132,1.67461362169499,"Chukchi Sea"
0.397815392958415,1.44677068535904,1.2431860005313,1.67270584900153,"Chukchi Sea"
0.401529768263027,1.44456397220351,1.24200887080415,1.66998623695118,"Chukchi Sea"
0.405244143567639,1.44411339158361,1.24197951629393,1.66925929600434,"Chukchi Sea"
0.408958518872251,1.44485734886482,1.24251984503428,1.66785866682785,"Chukchi Sea"
0.412672894176862,1.44352079084168,1.24241433346436,1.66540865803694,"Chukchi Sea"
0.416387269481474,1.44190483206624,1.24340038335583,1.66251858447103,"Chukchi Sea"
0.420101644786086,1.44192293424768,1.24315382922675,1.66145602081692,"Chukchi Sea"
0.423816020090698,1.441884616555,1.24355881002531,1.66127954557938,"Chukchi Sea"
0.42753039539531,1.44135609270251,1.24405856894055,1.65829605056898,"Chukchi Sea"
0.431244770699922,1.44026943709224,1.24220820555394,1.65756893652445,"Chukchi Sea"
0.434959146004534,1.4402932249381,1.24195639905358,1.65571774926307,"Chukchi Sea"
0.438673521309145,1.43949467620009,1.24326730088111,1.65210507601862,"Chukchi Sea"
0.442387896613757,1.43895701250691,1.24461551075522,1.64862505011465,"Chukchi Sea"
0.446102271918369,1.43639788050016,1.24343875871633,1.64697700780926,"Chukchi Sea"
0.449816647222981,1.43375452539983,1.24471375941764,1.64545210140277,"Chukchi Sea"
0.453531022527593,1.43200103412546,1.24567648460125,1.64442827764827,"Chukchi Sea"
0.457245397832205,1.43003445899638,1.24625576074311,1.64315780966113,"Chukchi Sea"
0.460959773136817,1.42875760434943,1.24378196761084,1.64074160769935,"Chukchi Sea"
0.464674148441428,1.42774734148567,1.24265132048274,1.63929631632839,"Chukchi Sea"
0.46838852374604,1.42501022171432,1.24241527839326,1.63774373792923,"Chukchi Sea"
0.472102899050652,1.42454519061435,1.24183192413583,1.63586545720376,"Chukchi Sea"
0.475817274355264,1.42415240093409,1.24126192829055,1.63427543487642,"Chukchi Sea"
0.479531649659876,1.42192290970372,1.24053667286248,1.63261760640635,"Chukchi Sea"
0.483246024964488,1.42092168069221,1.239926673402,1.63092671836158,"Chukchi Sea"
0.486960400269099,1.41918767044927,1.23879549438188,1.6297883345605,"Chukchi Sea"
0.490674775573711,1.41734668793794,1.23806934366698,1.62754788676727,"Chukchi Sea"
0.494389150878323,1.41620914725919,1.23971376814344,1.62566079362227,"Chukchi Sea"
0.498103526182935,1.41505045380661,1.23857050797764,1.62382012962896,"Chukchi Sea"
0.501817901487547,1.4126318891468,1.23535140083667,1.62176574328577,"Chukchi Sea"
0.505532276792159,1.41162417488116,1.23325660189015,1.61985938577428,"Chukchi Sea"
0.50924665209677,1.41008564836016,1.23434790233312,1.61794418977296,"Chukchi Sea"
0.512961027401382,1.40981466447011,1.2349028359811,1.61533053825958,"Chukchi Sea"
0.516675402705994,1.40919482361746,1.23358636090514,1.61151016636093,"Chukchi Sea"
0.520389778010606,1.40761273928645,1.2332939010425,1.60719637771512,"Chukchi Sea"
0.524104153315218,1.40648266945821,1.2327477376387,1.60249833641192,"Chukchi Sea"
0.52781852861983,1.40409216147927,1.23062788154192,1.59874895349925,"Chukchi Sea"
0.531532903924442,1.40282069089946,1.22854486803382,1.59527892547227,"Chukchi Sea"
0.535247279229053,1.40094360051047,1.22645583444829,1.59263084486623,"Chukchi Sea"
0.538961654533665,1.40034093312652,1.2246967432875,1.59201943986825,"Chukchi Sea"
0.542676029838277,1.39853025588297,1.22299854725872,1.58724080895658,"Chukchi Sea"
0.546390405142889,1.39575137894127,1.22012130581753,1.58352586076008,"Chukchi Sea"
