"SST","y","ymin","ymax","Region"
-1.77923881606389,1.44986608868731,1.12804265405408,1.76632097778826,"Chukchi Sea"
-1.74827225070264,1.58243955872152,1.28283866920734,1.88043016084686,"Chukchi Sea"
-1.7173056853414,1.69798944917829,1.42546351582445,1.97597657810044,"Chukchi Sea"
-1.68633911998015,1.80563063225451,1.55540139593008,2.08401319981448,"Chukchi Sea"
-1.65537255461891,1.91630152663968,1.6666652766585,2.18125071674725,"Chukchi Sea"
-1.62440598925766,2.00239096304757,1.77033192151766,2.26661637312819,"Chukchi Sea"
-1.59343942389642,2.08587658272743,1.86262079872531,2.33670184417494,"Chukchi Sea"
-1.56247285853517,2.15524208471499,1.93513582618721,2.39970635566557,"Chukchi Sea"
-1.53150629317393,2.21790072349132,1.98587522188779,2.46283269759126,"Chukchi Sea"
-1.50053972781268,2.27104590911437,2.03836240675088,2.51187350203182,"Chukchi Sea"
-1.46957316245143,2.31407084676934,2.07456954046971,2.54778453541491,"Chukchi Sea"
-1.43860659709019,2.34392157888707,2.1044347335573,2.58408774607651,"Chukchi Sea"
-1.40764003172894,2.36817826760207,2.12587625398971,2.60611782406435,"Chukchi Sea"
-1.3766734663677,2.37609406601775,2.14194512217002,2.61536719473561,"Chukchi Sea"
-1.34570690100645,2.37826483054158,2.14513435709779,2.6125072203143,"Chukchi Sea"
-1.31474033564521,2.37330773792093,2.14390606677429,2.59655357698082,"Chukchi Sea"
-1.28377377028396,2.3580272409441,2.1306745291702,2.57313008971939,"Chukchi Sea"
-1.25280720492272,2.33996876855391,2.11510158550595,2.54281863930331,"Chukchi Sea"
-1.22184063956147,2.31813056958205,2.09294303980157,2.50702737943259,"Chukchi Sea"
-1.19087407420022,2.28674644775934,2.06624932918469,2.4707416616069,"Chukchi Sea"
-1.15990750883898,2.2513251000417,2.03556270355271,2.42840872084395,"Chukchi Sea"
-1.12894094347773,2.21423593839576,2.00129973811206,2.39355535797904,"Chukchi Sea"
-1.09797437811649,2.17413304200448,1.97036596748787,2.34563743485295,"Chukchi Sea"
-1.06700781275524,2.13010589627578,1.92942063139032,2.29833102821721,"Chukchi Sea"
-1.036041247394,2.08934386927026,1.89045619710045,2.25831199790725,"Chukchi Sea"
-1.00507468203275,2.04462436439793,1.84363217128134,2.20460541841229,"Chukchi Sea"
-0.974108116671505,1.9959508868649,1.79426681122769,2.1574873843585,"Chukchi Sea"
-0.94314155131026,1.94725545422639,1.74720359470502,2.11585216637189,"Chukchi Sea"
-0.912174985949014,1.89987726661121,1.70362276631423,2.06651849162964,"Chukchi Sea"
-0.881208420587768,1.85216864609404,1.65786530111636,2.01906845200689,"Chukchi Sea"
-0.850241855226523,1.81022622757803,1.61416677442584,1.98182031882318,"Chukchi Sea"
-0.819275289865277,1.77121643727848,1.57127681051713,1.94335138483977,"Chukchi Sea"
-0.788308724504032,1.73328386229571,1.53406477928324,1.90170017849587,"Chukchi Sea"
-0.757342159142786,1.69893986881025,1.50024796893145,1.86476679603883,"Chukchi Sea"
-0.72637559378154,1.66801737137526,1.47090291632187,1.83016608193586,"Chukchi Sea"
-0.695409028420295,1.63400535605488,1.44838871072259,1.79952332222075,"Chukchi Sea"
-0.664442463059049,1.60694140744355,1.42227564088711,1.76941504275232,"Chukchi Sea"
-0.633475897697804,1.57872428917816,1.39495181470766,1.74301603020866,"Chukchi Sea"
-0.602509332336558,1.55598667597267,1.38460659755347,1.72083410568117,"Chukchi Sea"
-0.571542766975313,1.53377507405381,1.36888001442657,1.7009329300771,"Chukchi Sea"
-0.540576201614067,1.51318394997787,1.3553869991503,1.68186363321006,"Chukchi Sea"
-0.509609636252822,1.49524362112697,1.34108404475378,1.66266130196932,"Chukchi Sea"
-0.478643070891576,1.48239818264583,1.32096055312608,1.65169673576211,"Chukchi Sea"
-0.447676505530331,1.47167092796873,1.30853097882315,1.63730352629484,"Chukchi Sea"
-0.416709940169085,1.46408747401797,1.29770943377076,1.62789947777767,"Chukchi Sea"
-0.385743374807839,1.45651746665735,1.28820022140179,1.62404946614581,"Chukchi Sea"
-0.354776809446594,1.45167291082942,1.28122877563601,1.6142499806463,"Chukchi Sea"
-0.323810244085348,1.44306152417431,1.27375090913647,1.60724081348696,"Chukchi Sea"
-0.292843678724103,1.43367687435697,1.26240009416903,1.60473922112953,"Chukchi Sea"
-0.261877113362857,1.42820333210018,1.25559145694017,1.59623701982242,"Chukchi Sea"
-0.230910548001612,1.42433095854691,1.24486206759246,1.59217072489821,"Chukchi Sea"
-0.199943982640366,1.41708853046554,1.24062242849028,1.58543524441061,"Chukchi Sea"
-0.168977417279121,1.41232011043105,1.23516492129603,1.5748346270408,"Chukchi Sea"
-0.138010851917875,1.40562292923456,1.22264740455592,1.57261952120339,"Chukchi Sea"
-0.107044286556629,1.39601320942566,1.21334244981408,1.56494783023675,"Chukchi Sea"
-0.0760777211953838,1.38699675630404,1.20274040644096,1.55200481747213,"Chukchi Sea"
-0.0451111558341383,1.37413888949432,1.18894761899303,1.53769464611395,"Chukchi Sea"
-0.0141445904728929,1.35953906765993,1.17844566153726,1.5246783960035,"Chukchi Sea"
0.016821974888353,1.34404833750009,1.16133187116151,1.50962574490809,"Chukchi Sea"
